index,query,answer,subgraph_nodes,query_fig_name,answer_fig_name,main_relation,query_type,query_text,query_html,explanation_text,explanation_html,baseline_with_explanation,baseline_without_explanation
47,"(p,(Precedence),(p,(Synchronous),(e,(PersonY always look for PersonX))))",PersonY can do something better,"['PersonY always look for PersonX', 'PersonX will take care of PersonY', 'PersonY can do something better']",20220414-171637-batch-0-q-47.jpg,20220414-171637-batch-0-a-47.jpg,Synchronous,2p,PersonY always look for PersonX happens the same time as the eventuality V0. the eventuality V0 happens before the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonY always look for PersonX</span> happens the same time as <span style=""color:red;"">the eventuality V0</span>. <span style=""color:red;"">the eventuality V0</span> happens before <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonY always look for PersonX happens the same time as PersonX will take care of PersonY. PersonX will take care of PersonY happens before PersonY can do something better.,"<span style=""color:red;"">PersonY always look for PersonX</span> happens the same time as <span style=""color:red;"">PersonX will take care of PersonY</span>. <span style=""color:red;"">PersonX will take care of PersonY</span> happens before <span style=""color:red;"">PersonY can do something better</span>.",yes,no
48,"(p,(Precedence),(p,(Synchronous),(e,(PersonY always look for PersonX))))",PersonY want to go back,"['PersonY always look for PersonX', 'PersonX will take care of PersonY', 'PersonY want to go back']",20220414-171637-batch-0-q-48.jpg,20220414-171637-batch-0-a-48.jpg,Synchronous,2p,PersonY always look for PersonX happens the same time as the eventuality V0. the eventuality V0 happens before the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonY always look for PersonX</span> happens the same time as <span style=""color:red;"">the eventuality V0</span>. <span style=""color:red;"">the eventuality V0</span> happens before <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonY always look for PersonX happens the same time as PersonX will take care of PersonY. PersonX will take care of PersonY happens before PersonY want to go back.,"<span style=""color:red;"">PersonY always look for PersonX</span> happens the same time as <span style=""color:red;"">PersonX will take care of PersonY</span>. <span style=""color:red;"">PersonX will take care of PersonY</span> happens before <span style=""color:red;"">PersonY want to go back</span>.",no,no
49,"(i,(p,(Contrast),(e,(the comforter will not come to PersonX))),(p,(Contrast),(e,(the paraclete will not come to PersonX))))",PersonY will send PersonZ to PersonX,"['the paraclete will not come to PersonX', 'PersonY will send PersonZ to PersonX', 'the comforter will not come to PersonX']",20220414-171637-batch-0-q-49.jpg,20220414-171637-batch-0-a-49.jpg,Contrast,2i,the comforter will not come to PersonX and the eventuality V? share significant difference regarding some property. the paraclete will not come to PersonX and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">the comforter will not come to PersonX</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. <span style=""color:red;"">the paraclete will not come to PersonX</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?",the comforter will not come to PersonX and PersonY will send PersonZ to PersonX share significant difference regarding some property. the paraclete will not come to PersonX and PersonY will send PersonZ to PersonX share significant difference regarding some property.,"<span style=""color:red;"">the comforter will not come to PersonX</span> and <span style=""color:red;"">PersonY will send PersonZ to PersonX</span> share significant difference regarding some property. <span style=""color:red;"">the paraclete will not come to PersonX</span> and <span style=""color:red;"">PersonY will send PersonZ to PersonX</span> share significant difference regarding some property.",no,no
50,"(i,(p,(Reason),(e,(PersonX be not craving))),(p,(Concession),(e,(the store be quite narrow))))",it have a little bit of everything,"['PersonX be not craving', 'it have a little bit of everything', 'the store be quite narrow']",20220414-171637-batch-0-q-50.jpg,20220414-171637-batch-0-a-50.jpg,Concession,2i,PersonX be not craving happens because the eventuality V?. the eventuality V? happens although the store be quite narrow. What is the eventuality V? ?,"<span style=""color:red;"">PersonX be not craving</span> happens because <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">the eventuality V?</span> happens although <span style=""color:red;"">the store be quite narrow</span>. What is the eventuality V? ?",PersonX be not craving happens because it have a little bit of everything. it have a little bit of everything happens although the store be quite narrow. the store be quite narrow and it have a little bit of everything both happen.,"<span style=""color:red;"">PersonX be not craving</span> happens because <span style=""color:red;"">it have a little bit of everything</span>. <span style=""color:red;"">it have a little bit of everything</span> happens although <span style=""color:red;"">the store be quite narrow</span>. <span style=""color:red;"">the store be quite narrow</span> and <span style=""color:red;"">it have a little bit of everything</span> both happen.",no,no
51,"(i,(p,(Condition),(e,(PersonX will yell at PersonY))),(p,(Alternative),(e,(maybe jason say something to PersonY))))",PersonY say something to PersonX,"['PersonX will yell at PersonY', 'PersonY say something to PersonX', 'maybe jason say something to PersonY']",20220414-171637-batch-0-q-51.jpg,20220414-171637-batch-0-a-51.jpg,Alternative,2i,"When the eventuality V? happens, PersonX will yell at PersonY can happen. maybe jason say something to PersonY is an alternative situation to the eventuality V?. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonX will yell at PersonY</span> can happen. <span style=""color:red;"">maybe jason say something to PersonY</span> is an alternative situation to <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?","When PersonY say something to PersonX happens, PersonX will yell at PersonY can happen. maybe jason say something to PersonY is an alternative situation to PersonY say something to PersonX.","When <span style=""color:red;"">PersonY say something to PersonX</span> happens, <span style=""color:red;"">PersonX will yell at PersonY</span> can happen. <span style=""color:red;"">maybe jason say something to PersonY</span> is an alternative situation to <span style=""color:red;"">PersonY say something to PersonX</span>.",yes,yes
52,"(i,(p,(Synchronous),(e,(PersonY shall really like PersonX))),(p,(Succession),(e,(PersonX can be a real sweetheart))))",PersonY get to know PersonX,"['PersonY shall really like PersonX', 'PersonX can be a real sweetheart', 'PersonY get to know PersonX']",20220414-171637-batch-0-q-52.jpg,20220414-171637-batch-0-a-52.jpg,Synchronous,2i,PersonY shall really like PersonX happens the same time as the eventuality V?. PersonX can be a real sweetheart happens after the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonY shall really like PersonX</span> happens the same time as <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX can be a real sweetheart</span> happens after <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX can be a real sweetheart happens after PersonY get to know PersonX. PersonY shall really like PersonX happens the same time as PersonY get to know PersonX.,"<span style=""color:red;"">PersonX can be a real sweetheart</span> happens after <span style=""color:red;"">PersonY get to know PersonX</span>. <span style=""color:red;"">PersonY shall really like PersonX</span> happens the same time as <span style=""color:red;"">PersonY get to know PersonX</span>.",yes,yes
53,"(i,(p,(Result),(e,(PersonX will defend PersonY at time))),(p,(Result),(e,(no harm should come to PersonX))))",no harm come to PersonY,"['PersonX will defend PersonY at time', 'no harm come to PersonY', 'no harm should come to PersonX']",20220414-171637-batch-0-q-53.jpg,20220414-171637-batch-0-a-53.jpg,Result,2i,PersonX will defend PersonY at time result in the eventuality V?. no harm should come to PersonX result in the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonX will defend PersonY at time</span> result in <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">no harm should come to PersonX</span> result in <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",no harm should come to PersonX result in no harm come to PersonY. PersonX will defend PersonY at time result in no harm come to PersonY.,"<span style=""color:red;"">no harm should come to PersonX</span> result in <span style=""color:red;"">no harm come to PersonY</span>. <span style=""color:red;"">PersonX will defend PersonY at time</span> result in <span style=""color:red;"">no harm come to PersonY</span>.",no,no
54,"(i,(p,(Restatement),(e,(PersonX be shrink away))),(p,(Concession),(e,(PersonY look on lover))))",PersonY have repulse PersonX,"['PersonX be shrink away', 'PersonY have repulse PersonX', 'PersonY look on lover']",20220414-171637-batch-0-q-54.jpg,20220414-171637-batch-0-a-54.jpg,Restatement,2i,the eventuality V? restates PersonX be shrink away. the eventuality V? happens although PersonY look on lover. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V?</span> restates <span style=""color:red;"">PersonX be shrink away</span>. <span style=""color:red;"">the eventuality V?</span> happens although <span style=""color:red;"">PersonY look on lover</span>. What is the eventuality V? ?",PersonY have repulse PersonX happens although PersonY look on lover. PersonY have repulse PersonX restates PersonX be shrink away.,"<span style=""color:red;"">PersonY have repulse PersonX</span> happens although <span style=""color:red;"">PersonY look on lover</span>. <span style=""color:red;"">PersonY have repulse PersonX</span> restates <span style=""color:red;"">PersonX be shrink away</span>.",no,no
55,"(i,(p,(Succession),(e,(PersonX want to set up a time))),(p,(Precedence),(e,(it will have to wait))))",the kid go to bed,"['PersonX want to set up a time', 'the kid go to bed', 'it will have to wait']",20220414-171637-batch-0-q-55.jpg,20220414-171637-batch-0-a-55.jpg,Precedence,2i,PersonX want to set up a time happens after the eventuality V?. it will have to wait happens before the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonX want to set up a time</span> happens after <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">it will have to wait</span> happens before <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX want to set up a time happens after the kid go to bed. it will have to wait happens before the kid go to bed.,"<span style=""color:red;"">PersonX want to set up a time</span> happens after <span style=""color:red;"">the kid go to bed</span>. <span style=""color:red;"">it will have to wait</span> happens before <span style=""color:red;"">the kid go to bed</span>.",no,no
56,"(i,(p,(Precedence),(e,(PersonX may have to go through few))),(p,(Precedence),(e,(PersonX have to interview a few))))",PersonX find the right one,"['PersonX may have to go through few', 'PersonX find the right one', 'PersonX have to interview a few']",20220414-171637-batch-0-q-56.jpg,20220414-171637-batch-0-a-56.jpg,Precedence,2i,PersonX may have to go through few happens before the eventuality V?. PersonX have to interview a few happens before the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonX may have to go through few</span> happens before <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX have to interview a few</span> happens before <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX have to interview a few happens before PersonX find the right one. PersonX may have to go through few happens before PersonX find the right one.,"<span style=""color:red;"">PersonX have to interview a few</span> happens before <span style=""color:red;"">PersonX find the right one</span>. <span style=""color:red;"">PersonX may have to go through few</span> happens before <span style=""color:red;"">PersonX find the right one</span>.",yes,yes
57,"(i,(p,(Instantiation),(e,(people believe something))),(p,(Condition),(e,(would it be consider forward))))",PersonX be to say to PersonY,"['PersonX be to say to PersonY', 'people believe something', 'would it be consider forward']",20220414-171637-batch-0-q-57.jpg,20220414-171637-batch-0-a-57.jpg,Instantiation,2i,"the eventuality V? is a more detailed description of people believe something. When the eventuality V? happens, would it be consider forward can happen. What is the eventuality V? ?","<span style=""color:red;"">the eventuality V?</span> is a more detailed description of <span style=""color:red;"">people believe something</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">would it be consider forward</span> can happen. What is the eventuality V? ?","When PersonX be to say to PersonY happens, would it be consider forward can happen. PersonX be to say to PersonY is a more detailed description of people believe something.","When <span style=""color:red;"">PersonX be to say to PersonY</span> happens, <span style=""color:red;"">would it be consider forward</span> can happen. <span style=""color:red;"">PersonX be to say to PersonY</span> is a more detailed description of <span style=""color:red;"">people believe something</span>.",yes,yes
58,"(i,(p,(Instantiation),(e,(people believe something))),(p,(Condition),(e,(would it be consider forward))))",PersonY be to say to PersonX,"['people believe something', 'PersonY be to say to PersonX', 'would it be consider forward']",20220414-171637-batch-0-q-58.jpg,20220414-171637-batch-0-a-58.jpg,Instantiation,2i,"the eventuality V? is a more detailed description of people believe something. When the eventuality V? happens, would it be consider forward can happen. What is the eventuality V? ?","<span style=""color:red;"">the eventuality V?</span> is a more detailed description of <span style=""color:red;"">people believe something</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">would it be consider forward</span> can happen. What is the eventuality V? ?","When PersonY be to say to PersonX happens, would it be consider forward can happen. PersonY be to say to PersonX is a more detailed description of people believe something.","When <span style=""color:red;"">PersonY be to say to PersonX</span> happens, <span style=""color:red;"">would it be consider forward</span> can happen. <span style=""color:red;"">PersonY be to say to PersonX</span> is a more detailed description of <span style=""color:red;"">people believe something</span>.",yes,yes
59,"(i,(p,(Result),(e,(PersonX have a draft))),(p,(Contrast),(e,(PersonX can personally vouch for it))))",PersonY might want to check it out,"['PersonX have a draft', 'PersonX can personally vouch for it', 'PersonY might want to check it out']",20220414-171637-batch-0-q-59.jpg,20220414-171637-batch-0-a-59.jpg,Contrast,2i,PersonX have a draft result in the eventuality V?. PersonX can personally vouch for it and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">PersonX have a draft</span> result in <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX can personally vouch for it</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?",PersonX have a draft result in PersonY might want to check it out. PersonX can personally vouch for it and PersonY might want to check it out share significant difference regarding some property.,"<span style=""color:red;"">PersonX have a draft</span> result in <span style=""color:red;"">PersonY might want to check it out</span>. <span style=""color:red;"">PersonX can personally vouch for it</span> and <span style=""color:red;"">PersonY might want to check it out</span> share significant difference regarding some property.",no,no
60,"(i,(p,(Condition),(e,(PersonY will do something for PersonX))),(p,(Condition),(e,(PersonY will cut PersonX a break))))",PersonX do something for PersonY,"['PersonY will cut PersonX a break', 'PersonX do something for PersonY', 'PersonY will do something for PersonX']",20220414-171637-batch-0-q-60.jpg,20220414-171637-batch-0-a-60.jpg,Condition,2i,"When the eventuality V? happens, PersonY will do something for PersonX can happen. When the eventuality V? happens, PersonY will cut PersonX a break can happen. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonY will do something for PersonX</span> can happen. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonY will cut PersonX a break</span> can happen. What is the eventuality V? ?","When PersonX do something for PersonY happens, PersonY will cut PersonX a break can happen. PersonX do something for PersonY and PersonY will do something for PersonX both happen. When PersonX do something for PersonY happens, PersonY will do something for PersonX can happen.","When <span style=""color:red;"">PersonX do something for PersonY</span> happens, <span style=""color:red;"">PersonY will cut PersonX a break</span> can happen. <span style=""color:red;"">PersonX do something for PersonY</span> and <span style=""color:red;"">PersonY will do something for PersonX</span> both happen. When <span style=""color:red;"">PersonX do something for PersonY</span> happens, <span style=""color:red;"">PersonY will do something for PersonX</span> can happen.",yes,yes
61,"(i,(p,(Precedence),(e,(mexico be go to win))),(p,(Precedence),(e,(fan call for jack))))",the game even start,"['the game even start', 'mexico be go to win', 'fan call for jack']",20220414-171637-batch-0-q-61.jpg,20220414-171637-batch-0-a-61.jpg,Precedence,2i,mexico be go to win happens before the eventuality V?. fan call for jack happens before the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">mexico be go to win</span> happens before <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">fan call for jack</span> happens before <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",mexico be go to win happens before the game even start. fan call for jack happens before the game even start.,"<span style=""color:red;"">mexico be go to win</span> happens before <span style=""color:red;"">the game even start</span>. <span style=""color:red;"">fan call for jack</span> happens before <span style=""color:red;"">the game even start</span>.",yes,yes
62,"(i,(p,(Condition),(e,(no one will kill PersonY))),(p,(Conjunction),(e,(PersonX have no sexual relationship with PersonY))))",PersonX do not kill PersonY,"['PersonX have no sexual relationship with PersonY', 'no one will kill PersonY', 'PersonX do not kill PersonY']",20220414-171637-batch-0-q-62.jpg,20220414-171637-batch-0-a-62.jpg,Conjunction,2i,"When the eventuality V? happens, no one will kill PersonY can happen. PersonX have no sexual relationship with PersonY and the eventuality V? both happen. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">no one will kill PersonY</span> can happen. <span style=""color:red;"">PersonX have no sexual relationship with PersonY</span> and <span style=""color:red;"">the eventuality V?</span> both happen. What is the eventuality V? ?","PersonX have no sexual relationship with PersonY and PersonX do not kill PersonY both happen. When PersonX do not kill PersonY happens, no one will kill PersonY can happen.","<span style=""color:red;"">PersonX have no sexual relationship with PersonY</span> and <span style=""color:red;"">PersonX do not kill PersonY</span> both happen. When <span style=""color:red;"">PersonX do not kill PersonY</span> happens, <span style=""color:red;"">no one will kill PersonY</span> can happen.",no,no
63,"(i,(p,(Reason),(e,(vienna PersonY do not look at PersonX))),(p,(Condition),(e,(PersonY can not read PersonX lip))))",PersonX do not look at PersonY,"['vienna PersonY do not look at PersonX', 'PersonX do not look at PersonY', 'PersonY can not read PersonX lip']",20220414-171637-batch-0-q-63.jpg,20220414-171637-batch-0-a-63.jpg,Condition,2i,"vienna PersonY do not look at PersonX happens because the eventuality V?. When the eventuality V? happens, PersonY can not read PersonX lip can happen. What is the eventuality V? ?","<span style=""color:red;"">vienna PersonY do not look at PersonX</span> happens because <span style=""color:red;"">the eventuality V?</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonY can not read PersonX lip</span> can happen. What is the eventuality V? ?","When PersonX do not look at PersonY happens, PersonY can not read PersonX lip can happen. vienna PersonY do not look at PersonX happens because PersonX do not look at PersonY.","When <span style=""color:red;"">PersonX do not look at PersonY</span> happens, <span style=""color:red;"">PersonY can not read PersonX lip</span> can happen. <span style=""color:red;"">vienna PersonY do not look at PersonX</span> happens because <span style=""color:red;"">PersonX do not look at PersonY</span>.",no,no
64,"(i,(p,(Precedence),(e,(PersonY do not know more about PersonX))),(p,(Succession),(e,(PersonY do the same thing to PersonX again))))",PersonY do the first time,"['PersonY do the first time', 'PersonY do not know more about PersonX', 'PersonY do the same thing to PersonX again']",20220414-171637-batch-0-q-64.jpg,20220414-171637-batch-0-a-64.jpg,Precedence,2i,PersonY do not know more about PersonX happens before the eventuality V?. PersonY do the same thing to PersonX again happens after the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonY do not know more about PersonX</span> happens before <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonY do the same thing to PersonX again</span> happens after <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonY do not know more about PersonX happens before PersonY do the first time. PersonY do the same thing to PersonX again happens after PersonY do the first time.,"<span style=""color:red;"">PersonY do not know more about PersonX</span> happens before <span style=""color:red;"">PersonY do the first time</span>. <span style=""color:red;"">PersonY do the same thing to PersonX again</span> happens after <span style=""color:red;"">PersonY do the first time</span>.",no,no
65,"(i,(p,(Concession),(e,(it probably do not make a huge difference))),(p,(Condition),(e,(PersonY c'mon PersonZ))),(p,(Condition),(e,(PersonY will be available in hour))))",PersonX wan na play,"['PersonY will be available in hour', ""PersonY c'mon PersonZ"", 'PersonX wan na play', 'it probably do not make a huge difference']",20220414-171637-batch-0-q-65.jpg,20220414-171637-batch-0-a-65.jpg,Concession,3i,"the eventuality V? happens although it probably do not make a huge difference. When the eventuality V? happens, PersonY c'mon PersonZ can happen. When the eventuality V? happens, PersonY will be available in hour can happen. What is the eventuality V? ?","<span style=""color:red;"">the eventuality V?</span> happens although <span style=""color:red;"">it probably do not make a huge difference</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonY c'mon PersonZ</span> can happen. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonY will be available in hour</span> can happen. What is the eventuality V? ?","When PersonX wan na play happens, PersonY c'mon PersonZ can happen. When PersonX wan na play happens, PersonY will be available in hour can happen. PersonX wan na play happens although it probably do not make a huge difference.","When <span style=""color:red;"">PersonX wan na play</span> happens, <span style=""color:red;"">PersonY c'mon PersonZ</span> can happen. When <span style=""color:red;"">PersonX wan na play</span> happens, <span style=""color:red;"">PersonY will be available in hour</span> can happen. <span style=""color:red;"">PersonX wan na play</span> happens although <span style=""color:red;"">it probably do not make a huge difference</span>.",yes,yes
66,"(i,(p,(Conjunction),(e,(the wettest month be november))),(p,(Conjunction),(e,(the wettest month be january))),(p,(Conjunction),(e,(the wettest month be december))))",the driest be september,"['the wettest month be december', 'the wettest month be november', 'the driest be september', 'the wettest month be january']",20220414-171637-batch-0-q-66.jpg,20220414-171637-batch-0-a-66.jpg,Conjunction,3i,the wettest month be november and the eventuality V? both happen. the wettest month be january and the eventuality V? both happen. the wettest month be december and the eventuality V? both happen. What is the eventuality V? ?,"<span style=""color:red;"">the wettest month be november</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">the wettest month be january</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">the wettest month be december</span> and <span style=""color:red;"">the eventuality V?</span> both happen. What is the eventuality V? ?",the wettest month be november and the driest be september both happen. the wettest month be december and the driest be september both happen. the wettest month be january and the driest be september both happen.,"<span style=""color:red;"">the wettest month be november</span> and <span style=""color:red;"">the driest be september</span> both happen. <span style=""color:red;"">the wettest month be december</span> and <span style=""color:red;"">the driest be september</span> both happen. <span style=""color:red;"">the wettest month be january</span> and <span style=""color:red;"">the driest be september</span> both happen.",no,no
67,"(i,(p,(Conjunction),(e,(the wettest month be november))),(p,(Conjunction),(e,(the wettest month be january))),(p,(Conjunction),(e,(the wettest month be december))))",the driest be july,"['the wettest month be december', 'the driest be july', 'the wettest month be january', 'the wettest month be november']",20220414-171637-batch-0-q-67.jpg,20220414-171637-batch-0-a-67.jpg,Conjunction,3i,the wettest month be november and the eventuality V? both happen. the wettest month be january and the eventuality V? both happen. the wettest month be december and the eventuality V? both happen. What is the eventuality V? ?,"<span style=""color:red;"">the wettest month be november</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">the wettest month be january</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">the wettest month be december</span> and <span style=""color:red;"">the eventuality V?</span> both happen. What is the eventuality V? ?",the wettest month be january and the driest be july both happen. the wettest month be november and the driest be july both happen. the wettest month be december and the driest be july both happen.,"<span style=""color:red;"">the wettest month be january</span> and <span style=""color:red;"">the driest be july</span> both happen. <span style=""color:red;"">the wettest month be november</span> and <span style=""color:red;"">the driest be july</span> both happen. <span style=""color:red;"">the wettest month be december</span> and <span style=""color:red;"">the driest be july</span> both happen.",no,no
68,"(i,(p,(Conjunction),(e,(the wettest month be november))),(p,(Conjunction),(e,(the wettest month be january))),(p,(Conjunction),(e,(the wettest month be december))))",the driest be august,"['the wettest month be december', 'the wettest month be november', 'the wettest month be january', 'the driest be august']",20220414-171637-batch-0-q-68.jpg,20220414-171637-batch-0-a-68.jpg,Conjunction,3i,the wettest month be november and the eventuality V? both happen. the wettest month be january and the eventuality V? both happen. the wettest month be december and the eventuality V? both happen. What is the eventuality V? ?,"<span style=""color:red;"">the wettest month be november</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">the wettest month be january</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">the wettest month be december</span> and <span style=""color:red;"">the eventuality V?</span> both happen. What is the eventuality V? ?",the wettest month be january and the driest be august both happen. the wettest month be november and the driest be august both happen. the wettest month be december and the driest be august both happen.,"<span style=""color:red;"">the wettest month be january</span> and <span style=""color:red;"">the driest be august</span> both happen. <span style=""color:red;"">the wettest month be november</span> and <span style=""color:red;"">the driest be august</span> both happen. <span style=""color:red;"">the wettest month be december</span> and <span style=""color:red;"">the driest be august</span> both happen.",no,no
69,"(i,(p,(Reason),(e,(PersonY get to talk to PersonZ))),(p,(Succession),(e,(PersonY should not talk to PersonX))),(p,(Alternative),(e,(PersonX will not sleep with PersonY))))",PersonX be not talk to PersonY,"['PersonY get to talk to PersonZ', 'PersonX will not sleep with PersonY', 'PersonX be not talk to PersonY', 'PersonY should not talk to PersonX']",20220414-171637-batch-0-q-69.jpg,20220414-171637-batch-0-a-69.jpg,Alternative,3i,PersonY get to talk to PersonZ happens because the eventuality V?. PersonY should not talk to PersonX happens after the eventuality V?. PersonX will not sleep with PersonY is an alternative situation to the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonY get to talk to PersonZ</span> happens because <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonY should not talk to PersonX</span> happens after <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX will not sleep with PersonY</span> is an alternative situation to <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonY get to talk to PersonZ happens because PersonX be not talk to PersonY. PersonX will not sleep with PersonY is an alternative situation to PersonX be not talk to PersonY. PersonY should not talk to PersonX happens after PersonX be not talk to PersonY.,"<span style=""color:red;"">PersonY get to talk to PersonZ</span> happens because <span style=""color:red;"">PersonX be not talk to PersonY</span>. <span style=""color:red;"">PersonX will not sleep with PersonY</span> is an alternative situation to <span style=""color:red;"">PersonX be not talk to PersonY</span>. <span style=""color:red;"">PersonY should not talk to PersonX</span> happens after <span style=""color:red;"">PersonX be not talk to PersonY</span>.",yes,no
70,"(i,(p,(Conjunction),(e,(the us be the land of free))),(p,(Conjunction),(e,(star spangled banner er the land of free))),(p,(Conjunction),(e,(o er the land of free))))",the home of the brave,"['star spangled banner er the land of free', 'o er the land of free', 'the home of the brave', 'the us be the land of free']",20220414-171637-batch-0-q-70.jpg,20220414-171637-batch-0-a-70.jpg,Conjunction,3i,the us be the land of free and the eventuality V? both happen. star spangled banner er the land of free and the eventuality V? both happen. o er the land of free and the eventuality V? both happen. What is the eventuality V? ?,"<span style=""color:red;"">the us be the land of free</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">star spangled banner er the land of free</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">o er the land of free</span> and <span style=""color:red;"">the eventuality V?</span> both happen. What is the eventuality V? ?",the us be the land of free and the home of the brave both happen. o er the land of free and the home of the brave both happen. star spangled banner er the land of free and the home of the brave both happen.,"<span style=""color:red;"">the us be the land of free</span> and <span style=""color:red;"">the home of the brave</span> both happen. <span style=""color:red;"">o er the land of free</span> and <span style=""color:red;"">the home of the brave</span> both happen. <span style=""color:red;"">star spangled banner er the land of free</span> and <span style=""color:red;"">the home of the brave</span> both happen.",yes,yes
71,"(i,(p,(Contrast),(e,(it will probably turn out to be a wild-goose chase))),(p,(Condition),(e,(it will probably turn out))),(p,(Contrast),(e,(lt will probably turn out to be a wild-goose chase))))",PersonY do find a way home,"['it will probably turn out', 'lt will probably turn out to be a wild-goose chase', 'it will probably turn out to be a wild-goose chase', 'PersonY do find a way home']",20220414-171637-batch-0-q-71.jpg,20220414-171637-batch-0-a-71.jpg,Contrast,3i,"it will probably turn out to be a wild-goose chase and the eventuality V? share significant difference regarding some property. When the eventuality V? happens, it will probably turn out can happen. lt will probably turn out to be a wild-goose chase and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?","<span style=""color:red;"">it will probably turn out to be a wild-goose chase</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">it will probably turn out</span> can happen. <span style=""color:red;"">lt will probably turn out to be a wild-goose chase</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?","it will probably turn out to be a wild-goose chase and PersonY do find a way home share significant difference regarding some property. When PersonY do find a way home happens, it will probably turn out can happen. lt will probably turn out to be a wild-goose chase and PersonY do find a way home share significant difference regarding some property.","<span style=""color:red;"">it will probably turn out to be a wild-goose chase</span> and <span style=""color:red;"">PersonY do find a way home</span> share significant difference regarding some property. When <span style=""color:red;"">PersonY do find a way home</span> happens, <span style=""color:red;"">it will probably turn out</span> can happen. <span style=""color:red;"">lt will probably turn out to be a wild-goose chase</span> and <span style=""color:red;"">PersonY do find a way home</span> share significant difference regarding some property.",yes,yes
