index,query,answer,subgraph_nodes,query_fig_name,answer_fig_name,main_relation,query_type,query_text,query_html,explanation_text,explanation_html,baseline_with_explanation,baseline_without_explanation
48,"(p,(Result),(p,(Concession),(e,(PersonY would never have try))))",PersonY feeling be not hurt,"['PersonY would never have try', 'PersonY be not a fan of PersonX', 'PersonY feeling be not hurt']",20220401-144420_q48.png,20220401-144420_a48.png,Concession,2p,the eventuality V0 happens although PersonY would never have try. the eventuality V0 result in the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> happens although <span style=""color:red;"">PersonY would never have try</span>. <span style=""color:red;"">the eventuality V0</span> result in <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonY be not a fan of PersonX happens although PersonY would never have try. PersonY be not a fan of PersonX result in PersonY feeling be not hurt.,"<span style=""color:red;"">PersonY be not a fan of PersonX</span> happens although <span style=""color:red;"">PersonY would never have try</span>. <span style=""color:red;"">PersonY be not a fan of PersonX</span> result in <span style=""color:red;"">PersonY feeling be not hurt</span>.",no,yes
49,"(p,(Reason),(p,(Instantiation),(e,(people seem to be open))))",PersonX be infertile,"['people seem to be open', 'PersonX be childfree', 'PersonX be infertile']",20220401-144420_q49.png,20220401-144420_a49.png,Instantiation,2p,the eventuality V0 is a more detailed description of people seem to be open. the eventuality V0 happens because the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> is a more detailed description of <span style=""color:red;"">people seem to be open</span>. <span style=""color:red;"">the eventuality V0</span> happens because <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX be childfree is a more detailed description of people seem to be open. people seem to be open and PersonX be childfree both happen. PersonX be childfree happens because PersonX be infertile.,"<span style=""color:red;"">PersonX be childfree</span> is a more detailed description of <span style=""color:red;"">people seem to be open</span>. <span style=""color:red;"">people seem to be open</span> and <span style=""color:red;"">PersonX be childfree</span> both happen. <span style=""color:red;"">PersonX be childfree</span> happens because <span style=""color:red;"">PersonX be infertile</span>.",no,no
50,"(p,(Reason),(p,(Instantiation),(e,(people seem to be open))))",PersonX would be a bad parent,"['people seem to be open', 'PersonX be childfree', 'PersonX would be a bad parent']",20220401-144420_q50.png,20220401-144420_a50.png,Instantiation,2p,the eventuality V0 is a more detailed description of people seem to be open. the eventuality V0 happens because the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> is a more detailed description of <span style=""color:red;"">people seem to be open</span>. <span style=""color:red;"">the eventuality V0</span> happens because <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX be childfree is a more detailed description of people seem to be open. people seem to be open and PersonX be childfree both happen. PersonX be childfree happens because PersonX would be a bad parent.,"<span style=""color:red;"">PersonX be childfree</span> is a more detailed description of <span style=""color:red;"">people seem to be open</span>. <span style=""color:red;"">people seem to be open</span> and <span style=""color:red;"">PersonX be childfree</span> both happen. <span style=""color:red;"">PersonX be childfree</span> happens because <span style=""color:red;"">PersonX would be a bad parent</span>.",no,no
51,"(p,(Reason),(p,(Instantiation),(e,(people seem to be open))))",PersonY be infertile,"['people seem to be open', 'PersonY be childfree', 'PersonY be infertile']",20220401-144420_q51.png,20220401-144420_a51.png,Instantiation,2p,the eventuality V0 is a more detailed description of people seem to be open. the eventuality V0 happens because the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> is a more detailed description of <span style=""color:red;"">people seem to be open</span>. <span style=""color:red;"">the eventuality V0</span> happens because <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonY be childfree is a more detailed description of people seem to be open. people seem to be open and PersonY be childfree both happen. PersonY be childfree happens because PersonY be infertile.,"<span style=""color:red;"">PersonY be childfree</span> is a more detailed description of <span style=""color:red;"">people seem to be open</span>. <span style=""color:red;"">people seem to be open</span> and <span style=""color:red;"">PersonY be childfree</span> both happen. <span style=""color:red;"">PersonY be childfree</span> happens because <span style=""color:red;"">PersonY be infertile</span>.",no,no
52,"(p,(Alternative),(p,(Condition),(e,(PersonY would probably cry too))))",PersonX will tell the police,"['PersonY would probably cry too', 'PersonY have to have sex with PersonX', 'PersonX will tell the police']",20220401-144420_q52.png,20220401-144420_a52.png,Alternative,2p,"When the eventuality V0 happens, PersonY would probably cry too can happen. the eventuality V0 is an alternative situation to the eventuality V?. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V0</span> happens, <span style=""color:red;"">PersonY would probably cry too</span> can happen. <span style=""color:red;"">the eventuality V0</span> is an alternative situation to <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?","When PersonY have to have sex with PersonX happens, PersonY would probably cry too can happen. PersonY have to have sex with PersonX is an alternative situation to PersonX will tell the police.","When <span style=""color:red;"">PersonY have to have sex with PersonX</span> happens, <span style=""color:red;"">PersonY would probably cry too</span> can happen. <span style=""color:red;"">PersonY have to have sex with PersonX</span> is an alternative situation to <span style=""color:red;"">PersonX will tell the police</span>.",no,no
53,"(p,(Alternative),(p,(Condition),(e,(PersonY would probably cry too))))",the baby will never exist,"['PersonY would probably cry too', 'PersonY have to have sex with PersonX', 'the baby will never exist']",20220401-144420_q53.png,20220401-144420_a53.png,Alternative,2p,"When the eventuality V0 happens, PersonY would probably cry too can happen. the eventuality V0 is an alternative situation to the eventuality V?. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V0</span> happens, <span style=""color:red;"">PersonY would probably cry too</span> can happen. <span style=""color:red;"">the eventuality V0</span> is an alternative situation to <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?","When PersonY have to have sex with PersonX happens, PersonY would probably cry too can happen. PersonY have to have sex with PersonX is an alternative situation to the baby will never exist.","When <span style=""color:red;"">PersonY have to have sex with PersonX</span> happens, <span style=""color:red;"">PersonY would probably cry too</span> can happen. <span style=""color:red;"">PersonY have to have sex with PersonX</span> is an alternative situation to <span style=""color:red;"">the baby will never exist</span>.",no,no
54,"(p,(Reason),(p,(Condition),(e,(PersonX want to have a discussion with PersonY))))",PersonY can not read,"['PersonX want to have a discussion with PersonY', 'PersonX do not want to have a discussion with PersonY', 'PersonY can not read']",20220401-144420_q54.png,20220401-144420_a54.png,Condition,2p,"When the eventuality V0 happens, PersonX want to have a discussion with PersonY can happen. the eventuality V0 happens because the eventuality V?. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V0</span> happens, <span style=""color:red;"">PersonX want to have a discussion with PersonY</span> can happen. <span style=""color:red;"">the eventuality V0</span> happens because <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?","PersonX do not want to have a discussion with PersonY happens because PersonY can not read. When PersonX do not want to have a discussion with PersonY happens, PersonX want to have a discussion with PersonY can happen.","<span style=""color:red;"">PersonX do not want to have a discussion with PersonY</span> happens because <span style=""color:red;"">PersonY can not read</span>. When <span style=""color:red;"">PersonX do not want to have a discussion with PersonY</span> happens, <span style=""color:red;"">PersonX want to have a discussion with PersonY</span> can happen.",no,no
55,"(p,(Concession),(p,(Condition),(e,(to PersonY chat with friend))))",PersonX have never exist,"['to PersonY chat with friend', 'PersonY have completely forget PersonX', 'PersonX have never exist']",20220401-144420_q55.png,20220401-144420_a55.png,Concession,2p,"When the eventuality V0 happens, to PersonY chat with friend can happen. the eventuality V? happens although the eventuality V0. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V0</span> happens, <span style=""color:red;"">to PersonY chat with friend</span> can happen. <span style=""color:red;"">the eventuality V?</span> happens although <span style=""color:red;"">the eventuality V0</span>. What is the eventuality V? ?","PersonX have never exist happens although PersonY have completely forget PersonX. When PersonY have completely forget PersonX happens, to PersonY chat with friend can happen.","<span style=""color:red;"">PersonX have never exist</span> happens although <span style=""color:red;"">PersonY have completely forget PersonX</span>. When <span style=""color:red;"">PersonY have completely forget PersonX</span> happens, <span style=""color:red;"">to PersonY chat with friend</span> can happen.",no,no
56,"(p,(Contrast),(p,(Restatement),(e,(it be quite finish))))",PersonY be vitally interested,"['it be quite finish', 'it be of no consequence to PersonX', 'PersonY be vitally interested']",20220401-144420_q56.png,20220401-144420_a56.png,Restatement,2p,the eventuality V0 restates it be quite finish. the eventuality V0 and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> restates <span style=""color:red;"">it be quite finish</span>. <span style=""color:red;"">the eventuality V0</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?",it be of no consequence to PersonX and PersonY be vitally interested share significant difference regarding some property. it be of no consequence to PersonX restates it be quite finish.,"<span style=""color:red;"">it be of no consequence to PersonX</span> and <span style=""color:red;"">PersonY be vitally interested</span> share significant difference regarding some property. <span style=""color:red;"">it be of no consequence to PersonX</span> restates <span style=""color:red;"">it be quite finish</span>.",no,no
57,"(p,(Contrast),(p,(Restatement),(e,(it be quite finish))))",PersonY happen to be interested,"['it be quite finish', 'it be of no consequence to PersonX', 'PersonY happen to be interested']",20220401-144420_q57.png,20220401-144420_a57.png,Restatement,2p,the eventuality V0 restates it be quite finish. the eventuality V0 and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> restates <span style=""color:red;"">it be quite finish</span>. <span style=""color:red;"">the eventuality V0</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?",it be of no consequence to PersonX and PersonY happen to be interested share significant difference regarding some property. it be of no consequence to PersonX restates it be quite finish.,"<span style=""color:red;"">it be of no consequence to PersonX</span> and <span style=""color:red;"">PersonY happen to be interested</span> share significant difference regarding some property. <span style=""color:red;"">it be of no consequence to PersonX</span> restates <span style=""color:red;"">it be quite finish</span>.",no,no
58,"(p,(Contrast),(p,(Restatement),(e,(it be quite finish))))",PersonX be vitally interested,"['it be quite finish', 'it be of no consequence to PersonY', 'PersonX be vitally interested']",20220401-144420_q58.png,20220401-144420_a58.png,Restatement,2p,the eventuality V0 restates it be quite finish. the eventuality V0 and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> restates <span style=""color:red;"">it be quite finish</span>. <span style=""color:red;"">the eventuality V0</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?",it be of no consequence to PersonY restates it be quite finish. it be of no consequence to PersonY and PersonX be vitally interested share significant difference regarding some property.,"<span style=""color:red;"">it be of no consequence to PersonY</span> restates <span style=""color:red;"">it be quite finish</span>. <span style=""color:red;"">it be of no consequence to PersonY</span> and <span style=""color:red;"">PersonX be vitally interested</span> share significant difference regarding some property.",no,no
59,"(p,(Concession),(p,(Restatement),(e,(PersonX reach out PersonX hand))))",PersonX could read PersonY mind,"['PersonX reach out PersonX hand', 'PersonX would interrupt PersonY', 'PersonX could read PersonY mind']",20220401-144420_q59.png,20220401-144420_a59.png,Restatement,2p,the eventuality V0 restates PersonX reach out PersonX hand. the eventuality V? happens although the eventuality V0. What is the eventuality V? ?,"<span style=""color:red;"">the eventuality V0</span> restates <span style=""color:red;"">PersonX reach out PersonX hand</span>. <span style=""color:red;"">the eventuality V?</span> happens although <span style=""color:red;"">the eventuality V0</span>. What is the eventuality V? ?",PersonX would interrupt PersonY restates PersonX reach out PersonX hand. PersonX could read PersonY mind happens although PersonX would interrupt PersonY.,"<span style=""color:red;"">PersonX would interrupt PersonY</span> restates <span style=""color:red;"">PersonX reach out PersonX hand</span>. <span style=""color:red;"">PersonX could read PersonY mind</span> happens although <span style=""color:red;"">PersonX would interrupt PersonY</span>.",yes,no
60,"(p,(Result),(p,(Alternative),(e,(PersonX can do it alone))))",PeopleX be all happy,"['PersonX can do it alone', 'PersonX can do it with PersonY', 'PeopleX be all happy']",20220401-144420_q60.png,20220401-144420_a60.png,Alternative,2p,PersonX can do it alone is an alternative situation to the eventuality V0. the eventuality V0 result in the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonX can do it alone</span> is an alternative situation to <span style=""color:red;"">the eventuality V0</span>. <span style=""color:red;"">the eventuality V0</span> result in <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX can do it alone is an alternative situation to PersonX can do it with PersonY. PersonX can do it with PersonY result in PeopleX be all happy.,"<span style=""color:red;"">PersonX can do it alone</span> is an alternative situation to <span style=""color:red;"">PersonX can do it with PersonY</span>. <span style=""color:red;"">PersonX can do it with PersonY</span> result in <span style=""color:red;"">PeopleX be all happy</span>.",no,no
61,"(p,(Condition),(p,(Alternative),(e,(it might be bad))))",PersonX have a talk with PersonY,"['it might be bad', 'it might be good', 'PersonX have a talk with PersonY']",20220401-144420_q61.png,20220401-144420_a61.png,Alternative,2p,"it might be bad is an alternative situation to the eventuality V0. When the eventuality V? happens, the eventuality V0 can happen. What is the eventuality V? ?","<span style=""color:red;"">it might be bad</span> is an alternative situation to <span style=""color:red;"">the eventuality V0</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">the eventuality V0</span> can happen. What is the eventuality V? ?","it might be bad is an alternative situation to it might be good. When PersonX have a talk with PersonY happens, it might be good can happen.","<span style=""color:red;"">it might be bad</span> is an alternative situation to <span style=""color:red;"">it might be good</span>. When <span style=""color:red;"">PersonX have a talk with PersonY</span> happens, <span style=""color:red;"">it might be good</span> can happen.",yes,no
62,"(p,(Condition),(p,(Alternative),(e,(it might be bad))))",it be probably not go to be good,"['it might be bad', 'it might be good', 'it be probably not go to be good']",20220401-144420_q62.png,20220401-144420_a62.png,Alternative,2p,"it might be bad is an alternative situation to the eventuality V0. When the eventuality V? happens, the eventuality V0 can happen. What is the eventuality V? ?","<span style=""color:red;"">it might be bad</span> is an alternative situation to <span style=""color:red;"">the eventuality V0</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">the eventuality V0</span> can happen. What is the eventuality V? ?","it might be bad is an alternative situation to it might be good. When it be probably not go to be good happens, it might be good can happen.","<span style=""color:red;"">it might be bad</span> is an alternative situation to <span style=""color:red;"">it might be good</span>. When <span style=""color:red;"">it be probably not go to be good</span> happens, <span style=""color:red;"">it might be good</span> can happen.",yes,no
63,"(p,(Condition),(p,(Alternative),(e,(it might be bad))))",PersonY have a talk with PersonX,"['it might be bad', 'it might be good', 'PersonY have a talk with PersonX']",20220401-144420_q63.png,20220401-144420_a63.png,Alternative,2p,"it might be bad is an alternative situation to the eventuality V0. When the eventuality V? happens, the eventuality V0 can happen. What is the eventuality V? ?","<span style=""color:red;"">it might be bad</span> is an alternative situation to <span style=""color:red;"">the eventuality V0</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">the eventuality V0</span> can happen. What is the eventuality V? ?","it might be bad is an alternative situation to it might be good. When PersonY have a talk with PersonX happens, it might be good can happen.","<span style=""color:red;"">it might be bad</span> is an alternative situation to <span style=""color:red;"">it might be good</span>. When <span style=""color:red;"">PersonY have a talk with PersonX</span> happens, <span style=""color:red;"">it might be good</span> can happen.",yes,no
65,"(p,(Conjunction),(p,(Conjunction),(e,(PersonY will forget about PersonX))))",PersonY will forget about PeopleX,"['PersonY will forget about PersonX', 'PersonX will forget about PersonY', 'PersonY will forget about PeopleX']",20220401-144420_q65.png,20220401-144420_a65.png,Conjunction,2p,PersonY will forget about PersonX and the eventuality V0 both happen. the eventuality V0 and the eventuality V? both happen. What is the eventuality V? ?,"<span style=""color:red;"">PersonY will forget about PersonX</span> and <span style=""color:red;"">the eventuality V0</span> both happen. <span style=""color:red;"">the eventuality V0</span> and <span style=""color:red;"">the eventuality V?</span> both happen. What is the eventuality V? ?",PersonY will forget about PersonX and PersonX will forget about PersonY both happen. PersonX will forget about PersonY and PersonY will forget about PersonX both happen. PersonX will forget about PersonY and PersonY will forget about PeopleX both happen.,"<span style=""color:red;"">PersonY will forget about PersonX</span> and <span style=""color:red;"">PersonX will forget about PersonY</span> both happen. <span style=""color:red;"">PersonX will forget about PersonY</span> and <span style=""color:red;"">PersonY will forget about PersonX</span> both happen. <span style=""color:red;"">PersonX will forget about PersonY</span> and <span style=""color:red;"">PersonY will forget about PeopleX</span> both happen.",no,no
66,"(p,(Conjunction),(p,(Conjunction),(e,(PersonY will forget about PersonX))))",PersonY forget about PersonX,"['PersonY will forget about PersonX', 'PersonX will forget about PersonY', 'PersonY forget about PersonX']",20220401-144420_q66.png,20220401-144420_a66.png,Conjunction,2p,PersonY will forget about PersonX and the eventuality V0 both happen. the eventuality V0 and the eventuality V? both happen. What is the eventuality V? ?,"<span style=""color:red;"">PersonY will forget about PersonX</span> and <span style=""color:red;"">the eventuality V0</span> both happen. <span style=""color:red;"">the eventuality V0</span> and <span style=""color:red;"">the eventuality V?</span> both happen. What is the eventuality V? ?",PersonY will forget about PersonX and PersonX will forget about PersonY both happen. PersonX will forget about PersonY and PersonY will forget about PersonX both happen. PersonX will forget about PersonY and PersonY forget about PersonX both happen.,"<span style=""color:red;"">PersonY will forget about PersonX</span> and <span style=""color:red;"">PersonX will forget about PersonY</span> both happen. <span style=""color:red;"">PersonX will forget about PersonY</span> and <span style=""color:red;"">PersonY will forget about PersonX</span> both happen. <span style=""color:red;"">PersonX will forget about PersonY</span> and <span style=""color:red;"">PersonY forget about PersonX</span> both happen.",no,no
67,"(i,(p,(Synchronous),(e,(it refer to person))),(p,(Reason),(e,(the active form of the verb))))",the subject of the verb,"['the active form of the verb', 'it refer to person', 'the subject of the verb']",20220401-144420_q67.png,20220401-144420_a67.png,Synchronous,2i,it refer to person happens the same time as the eventuality V?. the active form of the verb happens because the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">it refer to person</span> happens the same time as <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">the active form of the verb</span> happens because <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",the active form of the verb happens because the subject of the verb. it refer to person happens the same time as the subject of the verb.,"<span style=""color:red;"">the active form of the verb</span> happens because <span style=""color:red;"">the subject of the verb</span>. <span style=""color:red;"">it refer to person</span> happens the same time as <span style=""color:red;"">the subject of the verb</span>.",yes,yes
68,"(i,(p,(Contrast),(e,(portion be not too big))),(p,(Restatement),(e,(PersonY have a craving for sum))))",PersonY likely will not be disappoint,"['portion be not too big', 'PersonY have a craving for sum', 'PersonY likely will not be disappoint']",20220401-144420_q68.png,20220401-144420_a68.png,Restatement,2i,portion be not too big and the eventuality V? share significant difference regarding some property. the eventuality V? restates PersonY have a craving for sum. What is the eventuality V? ?,"<span style=""color:red;"">portion be not too big</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. <span style=""color:red;"">the eventuality V?</span> restates <span style=""color:red;"">PersonY have a craving for sum</span>. What is the eventuality V? ?",PersonY likely will not be disappoint restates PersonY have a craving for sum. portion be not too big and PersonY likely will not be disappoint share significant difference regarding some property.,"<span style=""color:red;"">PersonY likely will not be disappoint</span> restates <span style=""color:red;"">PersonY have a craving for sum</span>. <span style=""color:red;"">portion be not too big</span> and <span style=""color:red;"">PersonY likely will not be disappoint</span> share significant difference regarding some property.",no,no
69,"(i,(p,(Reason),(e,(PersonX do not have the hat))),(p,(Reason),(e,(PersonX give PersonY a random number))))",PersonX do not want to see PersonY again,"['PersonX give PersonY a random number', 'PersonX do not want to see PersonY again', 'PersonX do not have the hat']",20220401-144420_q69.png,20220401-144420_a69.png,Reason,2i,PersonX do not have the hat happens because the eventuality V?. PersonX give PersonY a random number happens because the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonX do not have the hat</span> happens because <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX give PersonY a random number</span> happens because <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX give PersonY a random number happens because PersonX do not want to see PersonY again. PersonX do not have the hat happens because PersonX do not want to see PersonY again.,"<span style=""color:red;"">PersonX give PersonY a random number</span> happens because <span style=""color:red;"">PersonX do not want to see PersonY again</span>. <span style=""color:red;"">PersonX do not have the hat</span> happens because <span style=""color:red;"">PersonX do not want to see PersonY again</span>.",no,no
70,"(i,(p,(Condition),(e,(obviously PersonX care about PersonY))),(p,(Restatement),(e,(the sick PersonX impatiently refuse PersonY service))))",PersonZ would say,"['PersonZ would say', 'the sick PersonX impatiently refuse PersonY service', 'obviously PersonX care about PersonY']",20220401-144420_q70.png,20220401-144420_a70.png,Restatement,2i,"When the eventuality V? happens, obviously PersonX care about PersonY can happen. the eventuality V? restates the sick PersonX impatiently refuse PersonY service. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">obviously PersonX care about PersonY</span> can happen. <span style=""color:red;"">the eventuality V?</span> restates <span style=""color:red;"">the sick PersonX impatiently refuse PersonY service</span>. What is the eventuality V? ?","When PersonZ would say happens, obviously PersonX care about PersonY can happen. PersonZ would say restates the sick PersonX impatiently refuse PersonY service.","When <span style=""color:red;"">PersonZ would say</span> happens, <span style=""color:red;"">obviously PersonX care about PersonY</span> can happen. <span style=""color:red;"">PersonZ would say</span> restates <span style=""color:red;"">the sick PersonX impatiently refuse PersonY service</span>.",no,no
71,"(i,(p,(Synchronous),(e,(god 's will should be do on earth))),(p,(Synchronous),(e,(god 's will may be do on earth))))",it be in heaven,"['it be in heaven', ""god 's will may be do on earth"", ""god 's will should be do on earth""]",20220401-144420_q71.png,20220401-144420_a71.png,Synchronous,2i,god 's will should be do on earth happens the same time as the eventuality V?. god 's will may be do on earth happens the same time as the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">god 's will should be do on earth</span> happens the same time as <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">god 's will may be do on earth</span> happens the same time as <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",god 's will may be do on earth happens the same time as it be in heaven. god 's will should be do on earth happens the same time as it be in heaven.,"<span style=""color:red;"">god 's will may be do on earth</span> happens the same time as <span style=""color:red;"">it be in heaven</span>. <span style=""color:red;"">god 's will should be do on earth</span> happens the same time as <span style=""color:red;"">it be in heaven</span>.",yes,yes
72,"(i,(p,(Conjunction),(e,(first leg be play on october))),(p,(Conjunction),(e,(the first leg be play on november))))",the second leg be play on november,"['first leg be play on october', 'the second leg be play on november', 'the first leg be play on november']",20220401-144420_q72.png,20220401-144420_a72.png,Conjunction,2i,first leg be play on october and the eventuality V? both happen. the first leg be play on november and the eventuality V? both happen. What is the eventuality V? ?,"<span style=""color:red;"">first leg be play on october</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">the first leg be play on november</span> and <span style=""color:red;"">the eventuality V?</span> both happen. What is the eventuality V? ?",the first leg be play on november and the second leg be play on november both happen. first leg be play on october and the second leg be play on november both happen.,"<span style=""color:red;"">the first leg be play on november</span> and <span style=""color:red;"">the second leg be play on november</span> both happen. <span style=""color:red;"">first leg be play on october</span> and <span style=""color:red;"">the second leg be play on november</span> both happen.",yes,yes
73,"(i,(p,(Precedence),(e,(PeopleX have to get to talia))),(p,(Precedence),(e,(ta get to witness))))",the russians do,"['the russians do', 'ta get to witness', 'PeopleX have to get to talia']",20220401-144420_q73.png,20220401-144420_a73.png,Precedence,2i,PeopleX have to get to talia happens before the eventuality V?. ta get to witness happens before the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PeopleX have to get to talia</span> happens before <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">ta get to witness</span> happens before <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",ta get to witness happens before the russians do. PeopleX have to get to talia happens before the russians do.,"<span style=""color:red;"">ta get to witness</span> happens before <span style=""color:red;"">the russians do</span>. <span style=""color:red;"">PeopleX have to get to talia</span> happens before <span style=""color:red;"">the russians do</span>.",yes,yes
74,"(i,(p,(Synchronous),(e,(PersonX travel to see PersonY))),(p,(Condition),(e,(then PersonX ask PersonY))))",PersonY be lie to PersonX,"['then PersonX ask PersonY', 'PersonY be lie to PersonX', 'PersonX travel to see PersonY']",20220401-144420_q74.png,20220401-144420_a74.png,Synchronous,2i,"PersonX travel to see PersonY happens the same time as the eventuality V?. When the eventuality V? happens, then PersonX ask PersonY can happen. What is the eventuality V? ?","<span style=""color:red;"">PersonX travel to see PersonY</span> happens the same time as <span style=""color:red;"">the eventuality V?</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">then PersonX ask PersonY</span> can happen. What is the eventuality V? ?","PersonX travel to see PersonY happens the same time as PersonY be lie to PersonX. When PersonY be lie to PersonX happens, then PersonX ask PersonY can happen.","<span style=""color:red;"">PersonX travel to see PersonY</span> happens the same time as <span style=""color:red;"">PersonY be lie to PersonX</span>. When <span style=""color:red;"">PersonY be lie to PersonX</span> happens, <span style=""color:red;"">then PersonX ask PersonY</span> can happen.",yes,no
75,"(i,(p,(Condition),(e,(it be the truth for PersonX))),(p,(Condition),(e,(PersonX do not have PersonX family with PersonX))))",PersonX do not have PersonY with PersonX,"['PersonX do not have PersonY with PersonX', 'it be the truth for PersonX', 'PersonX do not have PersonX family with PersonX']",20220401-144420_q75.png,20220401-144420_a75.png,Condition,2i,"When the eventuality V? happens, it be the truth for PersonX can happen. When the eventuality V? happens, PersonX do not have PersonX family with PersonX can happen. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">it be the truth for PersonX</span> can happen. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonX do not have PersonX family with PersonX</span> can happen. What is the eventuality V? ?","When PersonX do not have PersonY with PersonX happens, it be the truth for PersonX can happen. When PersonX do not have PersonY with PersonX happens, PersonX do not have PersonX family with PersonX can happen.","When <span style=""color:red;"">PersonX do not have PersonY with PersonX</span> happens, <span style=""color:red;"">it be the truth for PersonX</span> can happen. When <span style=""color:red;"">PersonX do not have PersonY with PersonX</span> happens, <span style=""color:red;"">PersonX do not have PersonX family with PersonX</span> can happen.",no,no
76,"(i,(p,(Succession),(e,(PeopleX even pick PersonX))),(p,(Result),(e,(the monorail do not run to airport))))",PersonX do not have a rental car,"['the monorail do not run to airport', 'PeopleX even pick PersonX', 'PersonX do not have a rental car']",20220401-144420_q76.png,20220401-144420_a76.png,Succession,2i,PeopleX even pick PersonX happens after the eventuality V?. the monorail do not run to airport result in the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PeopleX even pick PersonX</span> happens after <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">the monorail do not run to airport</span> result in <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",the monorail do not run to airport result in PersonX do not have a rental car. PeopleX even pick PersonX happens after PersonX do not have a rental car.,"<span style=""color:red;"">the monorail do not run to airport</span> result in <span style=""color:red;"">PersonX do not have a rental car</span>. <span style=""color:red;"">PeopleX even pick PersonX</span> happens after <span style=""color:red;"">PersonX do not have a rental car</span>.",no,no
